-0.146877,-0.053123,0,0.053123
-0.139873,-0.032132,0,0.032132
-0.153872,-0.032141,0,0.032141
-0.153861,-0.032131,0,0.032131
-0.160866,-0.032141,0,0.032141
-0.160856,-0.032131,0,0.032131
-0.160856,-0.032131,0,0.032131
-0.153872,-0.032141,0,0.032141
-0.153861,-0.032131,0,0.032131
-0.146867,-0.025138,0,0.025138
-0.146867,-0.025138,0,0.025138
-0.146877,-0.025147,0,0.025147
-0.146867,-0.025138,0,0.025138
-0.146866,-0.018144,0,0.018144
-0.146866,-0.018144,0,0.018144
-0.146866,-0.018144,0,0.018144
-0.146866,-0.018144,0,0.018144
-0.146866,-0.018144,0,0.018144
-0.153861,-0.018143,0,0.018143
-0.153861,-0.018143,0,0.018143
-0.153861,-0.018143,0,0.018143
-0.153861,-0.018143,0,0.018143
-0.153861,-0.018143,0,0.018143
-0.15386,-0.011149,0,0.011149
-0.160854,-0.011149,0,0.011149
-0.160854,-0.011149,0,0.011149
-0.160854,-0.011149,0,0.011149
-0.160854,-0.004154,0,0.004154
-0.160854,-0.004154,0,0.004154
-0.16786,-0.004164,0,0.004164
-0.16786,-0.004164,0,0.004164
-0.16786,0.00283,0,-0.00283
-0.16786,0.00283,0,-0.00283
-0.16786,0.00283,0,-0.00283
-0.16786,0.00283,0,-0.00283
-0.16786,0.00283,0,-0.00283
-0.174854,0.00283,0,-0.00283
-0.174854,0.00283,0,-0.00283
-0.174855,0.009824,0,-0.009824
-0.174854,0.00283,0,-0.00283
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.009824,0,-0.009824
-0.174855,0.016818,0,-0.016818
-0.174855,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.016818,0,-0.016818
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181849,0.023813,0,-0.023813
-0.181835,0.023824,0,-0.023824
-0.181835,0.023824,0,-0.023824
-0.181835,0.023824,0,-0.023824
-0.181835,0.023824,0,-0.023824
-0.181835,0.023824,0,-0.023824
-0.181836,0.016829,0,-0.016829
-0.181836,0.016829,0,-0.016829
-0.181836,0.016829,0,-0.016829
-0.174841,0.016829,0,-0.016829
-0.174841,0.016829,0,-0.016829
-0.174841,0.016829,0,-0.016829
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.009835,0,-0.009835
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.181836,0.002841,0,-0.002841
-0.174842,0.002841,0,-0.002841
